,Gene Name,D0 vs. D25 Log2 Fold Change,D0 vs. D25 p-value
69463,LINC01574,-0.327588667,0.495868989
44182,FAM98B,-0.327745639,0.498252622
15792,SOX2,-0.32786647,0.483305363
21878,TEX35,-0.327885863,0.513817115
33599,GCH1,-0.327935047,0.497142884
25104,MALINC1,-0.327976608,0.495031578
568,CDH7,-0.327999172,0.48625691
29490,SMIM20,-0.328091429,0.486047899
5322,INTS14,-0.328137225,0.501201319
4676,UNC45B,-0.328261103,0.532374883
26089,UQCC1,-0.328419069,0.530512218
47503,C5orf66,-0.328441536,0.497897356
38295,SASS6,-0.32844784,0.488403955
11987,SLC6A15,-0.328503895,0.480738968
38573,LOC100287896,-0.328521554,0.485905918
43991,HCRTR2,-0.32861244,0.566481077
73237,MIR1297,-0.32861244,0.566481077
71523,RPL34-AS1,-0.328666166,0.486803931
36632,PRPF39,-0.328674917,0.483904371
12277,RCAN3,-0.329244685,0.500658878
54979,PPP2R2A,-0.329328418,0.487945977
34925,OPTC,-0.32933634,0.518341493
7474,CHD9,-0.329400478,0.495028609
25575,TMEM81,-0.329495553,0.548717133
38048,SYNE1,-0.329495553,0.548717133
42344,C10orf71-AS1,-0.329564392,0.499635354
9702,HBG1,-0.329742743,0.663427711
28665,OCLM,-0.329742743,0.663427711
39679,PRAC1,-0.329825121,0.519257127
12639,HTR1F,-0.329956043,0.49077503
57360,STK10,-0.329964065,0.487702889
24935,DCAF17,-0.329968306,0.482469141
21573,SUSD4,-0.329985732,0.483936485
17870,DPT,-0.330002438,0.540849691
5221,LINC01018,-0.330197314,0.497998748
42408,SGTB,-0.330275135,0.480793296
54839,PTDSS1,-0.330286088,0.479866515
48477,KRTAP10-11,-0.330304394,0.546603507
9016,C1QL2,-0.330313066,0.505273314
37669,PRKRIP1,-0.330445003,0.4899529
41808,CDCA7,-0.330445003,0.4899529
17027,RPL37A,-0.330563921,0.493720478
9364,HHAT,-0.330598839,0.491179385
18562,L2HGDH,-0.330630731,0.48138147
38287,TWISTNB,-0.330873204,0.482385142
39864,ARHGEF4,-0.330879657,0.494228087
72204,MIR8087,-0.330905071,0.544879565
32060,PIK3CB,-0.330933626,0.600457263
55727,RPL13AP3,-0.330933626,0.600457263
36843,DACT1,-0.330980059,0.486145641
50141,KCTD9,-0.330983808,0.477099479
146,RABGAP1L,-0.330991483,0.477462977
39704,GABRA4,-0.331019182,0.492705681
65795,DNM1P35,-0.331233976,0.492572518
56890,TLR5,-0.331273816,0.48944678
59797,UBXN10-AS1,-0.331294733,0.507084497
2359,PTGIS,-0.331323388,0.491632011
73418,MC4R,-0.331323388,0.491632011
60680,GTF2IP23,-0.331368782,0.524461767
17997,LINC02072,-0.331737579,0.525018044
35080,MIR4428,-0.331737579,0.525018044
65073,MT1X,-0.331970598,0.503034896
42240,PAK2,-0.331998835,0.48977474
29580,MYOC,-0.332037897,0.51004191
54451,GUCY1B2,-0.332037897,0.51004191
3812,ZNF189,-0.332167951,0.476894503
2234,MIR4755,-0.332197433,0.555768711
48145,GALNT10,-0.33221896,0.487452695
10192,VRK1,-0.332275097,0.487940823
5505,EAPP,-0.332356119,0.489082735
20868,KCNK2,-0.332417536,0.48164842
51456,SLC2A10,-0.332466731,0.50922616
30805,MIR11399,-0.332497443,0.515889701
43503,LINC02485,-0.332572861,0.552899753
60359,ATP6V0D2,-0.332572861,0.552899753
6821,SETD9,-0.332635826,0.475427103
43027,MRPS27,-0.33267771,0.489295516
8015,TIAL1,-0.332691443,0.479432753
50794,PGBD1,-0.332832544,0.506235021
18097,HP09053,-0.33285881,0.53073168
7611,EGFLAM,-0.332933307,0.488701525
42891,SASH1,-0.333411443,0.483957407
21130,MTERF2,-0.333512389,0.49077503
15549,ACER3,-0.333723665,0.477779267
21735,ACSS2,-0.333789632,0.478444042
65692,FOCAD-AS1,-0.33390095,0.475522394
890,RBM26,-0.333903558,0.479367183
2876,TEX10,-0.334007811,0.482173303
39691,GLP1R,-0.334008021,0.504358733
6196,IPP,-0.334112789,0.48858596
11826,DHODH,-0.334177628,0.482948477
33796,MIR1537,-0.334201429,0.564904736
56749,MXI1,-0.334206842,0.476219835
21550,RPF2,-0.334300342,0.485679468
49416,ATL3,-0.334300342,0.485679468
2605,SCARNA10,-0.334329671,0.560316815
3280,DSG1-AS1,-0.334329671,0.560316815
52755,CPA2,-0.334329671,0.560316815
43600,LOC101927588,-0.334421333,0.533205634
41165,TP53BP1,-0.334424825,0.489222779
1642,LOC101927516,-0.334490113,0.533004277
5720,RASGRP4,-0.334543628,0.514497585
11514,LOC101927358,-0.334543628,0.514497585
22375,STON1-GTF2A1L,-0.334543628,0.514497585
73400,MORC1,-0.334543628,0.514497585
74850,MIR148B,-0.334543628,0.514497585
1399,RPL34,-0.334572838,0.481138326
38884,MIR4291,-0.334586452,0.515922064
6487,BRAP,-0.334779299,0.490323183
6706,DYNLRB1,-0.334823833,0.493720478
57078,CFAP43,-0.334875806,0.480863307
38739,RABGAP1L-DT,-0.335205914,0.471848024
5153,IDS,-0.335279077,0.486615531
72059,NGB,-0.335509539,0.499635354
59207,NT5DC1,-0.335741899,0.470957584
58197,MIR1302-6,-0.335832808,0.50826352
33686,KL,-0.335882034,0.490446719
63693,RAG1,-0.336011474,0.521153579
59930,SNORD121B,-0.336131856,0.539282824
2558,PTPN7,-0.336212787,0.492712163
32647,CEMIP,-0.336236173,0.485470397
54365,USP37,-0.336258052,0.474360538
33303,MMP12,-0.336283785,0.540238169
43625,TMPRSS11A,-0.336283785,0.540238169
52567,MMP3,-0.336283785,0.540238169
71442,MIR3158-2,-0.336356587,0.498447598
36425,LINC02021,-0.336362586,0.477725484
23496,JCHAIN,-0.336481532,0.541364421
74435,CTD-2194D22.4,-0.336553816,0.4875975
1565,SENP8,-0.336570246,0.474544523
55963,TECPR1,-0.336605192,0.481911907
42261,LINC02349,-0.336749505,0.571407555
11587,HINT1,-0.336788669,0.476058788
27334,MAN1A1,-0.337048238,0.471850977
48183,RXFP2,-0.337133188,0.578233654
73680,MIR576,-0.337133188,0.578233654
26054,RNF13,-0.337159546,0.475394633
31547,ARHGEF39,-0.337169877,0.489412572
490,RAD17,-0.337173889,0.478059518
20522,LINC00847,-0.337209934,0.501172222
18387,RBIS,-0.337246662,0.470248492
12964,CYB561,-0.337468581,0.475097165
47161,LINC01792,-0.337553495,0.526761903
9191,DACT2,-0.337693832,0.504713415
45392,PJVK,-0.337702857,0.467058045
9334,MTHFD1,-0.337712614,0.473742218
46530,DNAI2,-0.337764044,0.495298846
59711,APLF,-0.337787412,0.475194596
15448,NAV3,-0.337866285,0.521881661
7456,ABCC5,-0.337869417,0.480631196
22119,RBM26-AS1,-0.337904556,0.475588084
3479,WDR25,-0.337949951,0.479392127
2094,HTR2B,-0.338265338,0.520758635
25062,PWAR6,-0.338265338,0.520758635
58420,LOC101927960,-0.338265338,0.520758635
60413,SAG,-0.338265338,0.520758635
16083,RPL37,-0.338361258,0.472679112
40012,TMEM30A,-0.338417264,0.470065655
4158,CRADD,-0.33857383,0.476622497
25271,PROC,-0.338588466,0.497785124
1112,RHD,-0.338775289,0.658946645
2968,LINC00997,-0.338775289,0.658946645
23863,LINC01947,-0.338792047,0.544819962
33138,EBLN2,-0.338792047,0.544819962
33602,C4BPA,-0.338792047,0.544819962
41931,MIR548Q,-0.338792047,0.544819962
61935,MIR20B,-0.338798585,0.508249581
24718,ATAD2B,-0.338876021,0.4743121
5190,VGLL2,-0.338887553,0.474686093
41599,TBP,-0.338991791,0.475735335
51487,TMEM14A,-0.339032678,0.482794425
23538,TMEM87A,-0.339060624,0.481274022
12836,MGC2889,-0.339069341,0.476210698
28737,PNPO,-0.339143674,0.484139254
10500,ZRANB2-AS2,-0.33924418,0.470793182
6582,OMA1,-0.33932867,0.474421911
14151,RORA-AS1,-0.339339025,0.489950247
15475,ICE2,-0.339339025,0.489950247
10963,MUS81,-0.339348578,0.47123828
24804,NUDT7,-0.339355546,0.469772949
29108,FOXD1,-0.339376047,0.476706322
63775,LINC01893,-0.339464457,0.519257127
67564,LOC100133286,-0.339464457,0.519257127
32902,LINC01774,-0.339519333,0.546729166
34482,MTERF3,-0.339605997,0.470369007
14292,SERTAD4-AS1,-0.339691757,0.476798891
22606,CAGE1,-0.339691757,0.476798891
55255,LOC102724153,-0.339699582,0.487353379
1707,LCORL,-0.339752167,0.464174807
25619,INO80D,-0.339767656,0.472458549
53476,ADAM1A,-0.339768078,0.528410327
36043,BCAM,-0.33986434,0.48055748
51096,EPN3,-0.339891798,0.477419709
55561,SDS,-0.339892588,0.518341493
24099,HELZ,-0.340159704,0.477203182
14170,FAM85B,-0.340290837,0.468411123
31086,ETFA,-0.34030807,0.475259297
30616,PGGT1B,-0.340311632,0.481344908
50773,TRIM60,-0.340410924,0.534624687
31651,LINC02246,-0.340465925,0.551731571
36232,DOCK4-AS1,-0.340465925,0.551731571
14854,OR3A2,-0.340588714,0.586240631
27050,LOC339539,-0.340588714,0.586240631
52783,MIR3657,-0.340588714,0.586240631
10143,LOC105371414,-0.340674157,0.499174946
29711,RCN1,-0.340734453,0.470515317
16558,CRYAB,-0.34084734,0.484149626
9531,CHEK2,-0.340902374,0.470642554
51,SERPINA9,-0.341051332,0.535043757
62208,PIGR,-0.341051332,0.535043757
67586,COX6A1,-0.341118965,0.4794153
54702,LOC105372068,-0.341147186,0.490457377
2535,TAC4,-0.341205819,0.499902326
72166,ENDOD1,-0.341241649,0.468172162
1875,PCDHGC3,-0.341283115,0.491389552
165,SRGN,-0.341401454,0.554588155
24406,LINC02676,-0.341401454,0.554588155
35353,MAB21L3,-0.341401454,0.554588155
46965,NEUROD2,-0.341485958,0.476939728
701,DIPK2A,-0.341554631,0.461581299
42353,CD1D,-0.341594262,0.473982262
7043,STON2,-0.341737107,0.511568918
12232,PKDREJ,-0.341737107,0.511568918
19610,SRP19,-0.341741521,0.475735335
33852,ZRANB2,-0.341774037,0.469380674
8869,TRAPPC2,-0.34180162,0.477558017
43678,ZNF385D-AS2,-0.34186269,0.509169038
48308,PINK1,-0.341938818,0.477016061
12941,CERNA1,-0.342091225,0.471730948
16017,SLCO2B1,-0.342159913,0.518650129
39135,LINC01543,-0.342159913,0.518650129
2177,TRMT13,-0.342189641,0.469901771
36339,MIR4492,-0.342203058,0.46807183
181,ATP5MD,-0.342257899,0.479917721
2208,PCCA,-0.342301868,0.469116422
71160,CCDC158,-0.34231578,0.598386508
5194,ASTN1,-0.342436212,0.475675164
12445,PIK3CA,-0.342601588,0.464944989
28898,POGLUT1,-0.342608636,0.470865383
17305,GRIA2,-0.342662031,0.467560494
51839,LINC02562,-0.342721014,0.591503327
72074,XCL1,-0.342721014,0.591503327
73976,MIR517B,-0.342721014,0.591503327
31001,MIR3158-1,-0.34280676,0.486527136
13049,RIOK1,-0.342921663,0.470790617
35742,LINC00114,-0.342923993,0.530539858
60253,LINC01926,-0.342923993,0.530539858
14661,MIR133B,-0.343045896,0.517340195
63462,UC.134,-0.343045896,0.517340195
27014,MIR4433B,-0.343127214,0.525018044
16456,FLJ45513,-0.343185321,0.498098332
7813,EPHA4,-0.343218799,0.465710576
14839,FBXO48,-0.343297426,0.46499977
3539,TOR1AIP2,-0.343371398,0.480734545
69994,SDHAF3,-0.343826873,0.470066303
14163,LOC105379194,-0.343849571,0.472016036
4611,SHANK2-AS3,-0.343918509,0.50422595
2965,SLC27A3,-0.343945214,0.478869375
12815,ATP11C,-0.343975708,0.460019085
7090,ULBP1,-0.343991446,0.475461606
313,COPS7B,-0.344049402,0.479267592
39324,OR6A2,-0.344061044,0.524461767
52232,MIR4270,-0.344061044,0.524461767
63782,MIR551B,-0.344061044,0.524461767
73470,CLNK,-0.344061044,0.524461767
20105,NLRP3,-0.344181014,0.538279238
24845,STXBP5,-0.344293234,0.459872358
27029,LPA,-0.344371765,0.530199693
72717,RPS26P11,-0.344460351,0.489806098
52766,PRR18,-0.344491091,0.473588438
63110,NLN,-0.344597117,0.461996709
12110,HSCB,-0.344606086,0.467049052
14560,CFAP157,-0.34463741,0.484153237
14013,APOA4,-0.344733792,0.502145447
322,LINC02447,-0.344737985,0.476340059
2686,LINC01572,-0.344790039,0.469707499
817,EFCAB11,-0.344793709,0.461690506
24903,MBNL2,-0.344933773,0.466347987
44818,AGXT2,-0.344941565,0.509205735
59938,LINC00628,-0.344941565,0.509205735
9188,CD46,-0.344992852,0.472083664
64235,LOC105371907,-0.345050227,0.474797367
61441,LINC01849,-0.345236403,0.544879565
26175,TEC,-0.34529647,0.463833164
12132,TNFRSF1A,-0.3455457,0.484154502
6546,SEC14L1P1,-0.345687542,0.539153745
39713,SNORA70D,-0.345687542,0.539153745
4919,CD38,-0.345729868,0.488771396
24701,TOPBP1,-0.345886606,0.478938647
25550,LOC100506804,-0.345974393,0.459010476
8600,KIF20B,-0.346039758,0.458336757
32047,PIGB,-0.346058469,0.480428972
37118,SH3D21,-0.346117764,0.465577166
30871,C1QTNF6,-0.346123027,0.481926006
20212,NUP93,-0.346135072,0.506960358
40596,HS6ST2-AS1,-0.346135072,0.506960358
43772,LOC101929231,-0.346186303,0.467586224
48392,ST20,-0.346206589,0.46520589
17854,G2E3,-0.346210256,0.475925884
41668,BOD1L2,-0.346393306,0.502805751
2448,CTSS,-0.346464094,0.56411346
3175,LDHD,-0.34649043,0.486318748
7869,METTL1,-0.346545307,0.462487498
9317,MIR4420,-0.34656138,0.502969848
17257,GLB1,-0.34671061,0.466248611
48547,LINC00654,-0.346909517,0.514497585
64663,MIR6856,-0.346909517,0.514497585
73641,LINC01813,-0.346909517,0.514497585
1517,FGFR2,-0.347015037,0.463182075
5047,GJB3,-0.347058248,0.493109208
14980,CCDC17,-0.347058248,0.493109208
12646,IRF5,-0.347511325,0.498545776
9467,GFRA4,-0.347540715,0.500951903
17360,TCTEX1D4,-0.347547257,0.466887419
10338,LINC01098,-0.34758383,0.500281731
64299,PIN4P1,-0.34758383,0.500281731
61843,LOC100422212,-0.34765322,0.525770396
39337,COIL,-0.347653808,0.472361223
58940,C5orf66-AS1,-0.347679565,0.477736688
9861,TAS2R10,-0.347783426,0.571393136
59822,MIR133A1,-0.347783426,0.571393136
32869,GFM1,-0.347816828,0.462783485
18348,MIR4259,-0.3478976,0.466693096
63378,MYO9A,-0.347910883,0.460202779
13082,OFD1,-0.348012713,0.467078544
4589,LOC101928739,-0.348025303,0.455793694
4272,LINC02604,-0.34802871,0.490490565
59529,LOC643802,-0.34811676,0.621342734
10227,TUT7,-0.348148658,0.464166827
11839,LINC02173,-0.348406711,0.533004277
21015,PRM3,-0.348470409,0.496417472
36201,TMEM61,-0.348470409,0.496417472
16341,LINC00377,-0.348700847,0.494986627
41028,KAT7,-0.348761421,0.462332764
9504,MMADHC,-0.348810472,0.460117744
4111,LINC01752,-0.348817299,0.542698828
23905,LINC01120,-0.348817299,0.542698828
25091,LINC01363,-0.348817299,0.542698828
51527,TRIM42,-0.348817299,0.542698828
66840,PCDHB17P,-0.348817299,0.542698828
4932,FAM86B3P,-0.348839348,0.457818579
72364,RHOXF1P1,-0.3488721,0.487044978
4792,PKIB,-0.349123488,0.459141624
18853,CEP85L,-0.349148884,0.45289911
37731,VENTX,-0.349167335,0.47268083
17662,LINC01060,-0.349609376,0.505101003
32728,C3orf85,-0.349609376,0.505101003
35671,GNB5,-0.349648998,0.45773016
2152,PDE3A,-0.349649315,0.524947437
47831,FAM225A,-0.349754683,0.570470422
362,CDKN2AIPNL,-0.349945461,0.472490025
11946,CASC8,-0.349967079,0.484059693
13662,RDH11,-0.350014784,0.465486557
21267,POMT2,-0.350021962,0.452417477
62064,MYOZ2,-0.350096936,0.491838044
176,PPP2R2C,-0.350126179,0.469572432
16185,EEF1AKMT3,-0.35021463,0.455550845
15893,ONECUT2,-0.350291213,0.457266349
5844,KIAA1211,-0.350333334,0.533205634
29494,LINC01844,-0.350333334,0.533205634
6300,PPM1D,-0.350486412,0.457240905
73438,PRIMA1,-0.350618955,0.47200592
6621,LOC613038,-0.350814222,0.802433132
21526,LOC388242,-0.350814222,0.802433132
55161,LOC105375512,-0.350898598,0.578760735
18596,BPIFA1,-0.350905618,0.514113464
22899,RPL11,-0.35091042,0.47513245
34875,ATP5MC1,-0.351070187,0.456075557
62038,PGM2,-0.35108173,0.458445997
1015,PEX5L,-0.351324161,0.484154502
13806,SIAE,-0.351391478,0.521881661
22991,CFI,-0.351391478,0.521881661
10813,EBPL,-0.351431014,0.457047372
11296,WNT3,-0.351575611,0.467075078
24238,CBLC,-0.35163844,0.479220861
15748,CYB5R4,-0.351706186,0.454968978
10682,CD163L1,-0.351742711,0.544272187
35813,SNORA46,-0.351742711,0.544272187
25342,LINC01553,-0.351809116,0.505992368
562,RGS2,-0.351844508,0.450769377
19349,SLC22A7,-0.352085369,0.484095232
3511,KCNAB1,-0.352157841,0.476807877
45585,LINC00927,-0.35217196,0.513248603
8291,SFRP4,-0.352386278,0.461199586
42018,ITM2B,-0.352434972,0.460281863
29046,MIR1587,-0.352490128,0.483838467
14592,LINC01117,-0.352719595,0.486767171
5552,ATP6V1D,-0.352810568,0.45138411
36119,RNU5E-1,-0.35281851,0.458524013
889,TMIGD1,-0.352905076,0.527416864
66853,LINC02262,-0.352905076,0.527416864
72235,SNORD1A,-0.352905076,0.527416864
24598,PRLR,-0.353021825,0.498098332
5806,MESD,-0.353043446,0.460815908
27633,PIGBOS1,-0.35308523,0.469291842
64070,EPHA5-AS1,-0.353088829,0.452792625
11639,EPHA5,-0.353213697,0.454451715
62113,IL31,-0.353322254,0.53601101
24938,RDH14,-0.35333263,0.447904012
1377,TRIM68,-0.353504728,0.448752223
68354,YBX2,-0.353603567,0.461713381
11692,PRDM11,-0.353631657,0.48407904
25593,LIPT2,-0.353654592,0.456488868
43642,KIF14,-0.353665132,0.458794161
13406,HIST1H4G,-0.353667699,0.520758635
56697,MIR3135A,-0.353667699,0.520758635
64295,C1orf146,-0.353667699,0.520758635
52476,IGSF21,-0.353700869,0.468172881
41454,CYP24A1,-0.353947888,0.474404971
61239,TGM3,-0.353958446,0.503227904
66064,LINC01048,-0.353958446,0.503227904
31948,ABHD2,-0.353974692,0.449567928
60911,JAG1,-0.354069653,0.448427502
13291,C19orf84,-0.354090563,0.476097324
19335,CTDSPL2,-0.354184987,0.454780334
14036,MROH2B,-0.354206534,0.511445514
14403,IL21R,-0.354206534,0.511445514
1402,WT1,-0.354224012,0.469829123
7645,TMPPE,-0.354228997,0.457006153
32062,DHRS7,-0.35442071,0.496700972
70042,ARHGEF3-AS1,-0.35442071,0.496700972
61395,DLAT,-0.354422244,0.454977241
25252,ACAA1,-0.35453927,0.448591182
8223,VTRNA1-3,-0.354607482,0.504277565
16207,AOC1,-0.354607482,0.504277565
66301,HOXA-AS2,-0.354607482,0.504277565
2145,ORC5,-0.354721392,0.464496153
68289,STT3B,-0.354802446,0.44518284
61637,CTSV,-0.354844386,0.457648917
45109,ABCG5,-0.354917467,0.483938332
56497,UCP3,-0.354917467,0.483938332
25695,NR2E3,-0.354970326,0.466374475
54062,HNF1A-AS1,-0.355047502,0.490890322
49483,LINC01353,-0.35516429,0.480754326
52572,MKX-AS1,-0.355192934,0.450218054
13626,CACNG3,-0.355269756,0.487200028
108,SERINC1,-0.355340445,0.455681477
75135,PDCD11,-0.355707165,0.455359748
22836,RASA1,-0.355985705,0.443932284
7146,WARS,-0.355987542,0.455547605
4855,NUP85,-0.356106746,0.467060081
23913,PPARD,-0.356443388,0.46183803
8874,CASC9,-0.356511122,0.526393862
22456,GCNT1,-0.356511122,0.526393862
54871,OR1N2,-0.356511122,0.526393862
197,SIDT2,-0.356512865,0.455879201
5946,LINC02510,-0.356603049,0.536528122
5533,HAVCR1,-0.356676624,0.544819962
30271,PCDHGA9,-0.356736845,0.522741347
56831,LINC00244,-0.356787045,0.509169038
52818,AKR7A3,-0.356829533,0.493042664
1016,DENND1B,-0.35684711,0.45158203
9868,MLIP-AS1,-0.356897535,0.487935762
17632,SRPX2,-0.356897535,0.487935762
4894,LINC01579,-0.356925168,0.495785162
17736,LOC103352541,-0.356925168,0.495785162
32945,SNORA71B,-0.356925168,0.495785162
50590,LRRC53,-0.356925168,0.495785162
54213,MIR8064,-0.356925168,0.495785162
5815,SNORA73B,-0.356949553,0.502805751
21589,TAAR2,-0.356949553,0.502805751
54209,CCDC62,-0.356971233,0.491107284
5521,EPSTI1,-0.357023893,0.48100444
19627,LINC00609,-0.357165321,0.459975153
424,AP1G1,-0.357201736,0.459290268
3573,JPH1,-0.357268712,0.447368186
13358,RPP30,-0.357758034,0.452798125
1879,AQP11,-0.357891042,0.454345742
52449,SMC6,-0.357900886,0.443899522
1587,USP45,-0.358077697,0.449401943
3717,IRX4,-0.358086749,0.460791663
22699,DACH2,-0.358150724,0.448555568
63401,STRN,-0.358279137,0.441897077
8105,SMC4,-0.358520786,0.445499518
153,CCDC34,-0.358532395,0.447207701
9505,DUSP6,-0.35866774,0.439447401
44,LRTOMT,-0.358673242,0.448212089
24606,CYP27A1,-0.358781871,0.484059693
5661,FAM163A,-0.358802145,0.460511949
27503,LOC100506281,-0.358907087,0.457374453
22157,OR2W5,-0.358938523,0.483976826
4278,CEP57L1,-0.358974514,0.441256465
50011,RNF26,-0.359000073,0.448359741
16468,LOC101927954,-0.359030349,0.494986627
2210,FZD6,-0.359056168,0.452673602
12377,LOC105369147,-0.359056168,0.452673602
14321,LINC01580,-0.35913337,0.487735652
30342,PRRG1,-0.35926472,0.443602937
11280,AS3MT,-0.359278021,0.464724361
23990,LOC101928942,-0.359382316,0.492403124
52025,UQCR10,-0.359539218,0.454113652
27049,STARD4-AS1,-0.359554314,0.439557707
3159,OBI1-AS1,-0.359711529,0.518967033
51159,SLC25A30,-0.359862169,0.452529789
9921,WDSUB1,-0.359881489,0.446707741
2037,GP2,-0.359919428,0.510436289
16286,PEBP4,-0.359919428,0.510436289
34073,LINC01052,-0.359919428,0.510436289
44092,GRPEL2,-0.360116562,0.449561638
54604,MIR4713HG,-0.360167285,0.530539858
54656,LINC02728,-0.360167285,0.530539858
902,UBL7-AS1,-0.360226785,0.458153162
57113,LOC105370333,-0.360239623,0.444612943
51662,ITPR1-DT,-0.360318959,0.438083018
21335,SNORD12,-0.360345031,0.469354672
54124,KCNK12,-0.360365061,0.450481456
33321,KLHL41,-0.360467843,0.521337442
55039,SNORD3H,-0.360467843,0.521337442
64467,LOC101928441,-0.360467843,0.521337442
73502,PRC1-AS1,-0.360467843,0.521337442
159,RARS2,-0.360543881,0.447608583
28622,THAP2,-0.360813699,0.438271705
15896,CHGA,-0.360818223,0.454294309
22265,PRR11,-0.360884208,0.443263889
11599,MIR3174,-0.361020518,0.487545402
46064,LOC392452,-0.361312451,0.536978256
17993,ZFPM2,-0.361411702,0.441968942
34461,ISCA2,-0.361411702,0.441968942
1940,MIR1231,-0.36148657,0.491838044
10479,KMT2D,-0.3615399,0.462799149
1632,STN1,-0.361578622,0.441175898
6674,BNIP2,-0.361603593,0.445949617
24124,FUBP1,-0.361620866,0.440102077
67442,MIR2114,-0.361766851,0.483697137
20792,ADPRH,-0.361866286,0.450079138
73518,CFAP45,-0.361878127,0.445749339
19123,FAM177A1,-0.361885171,0.443136981
35161,DCHS2,-0.361914384,0.441188377
57706,LOC101927730,-0.361932518,0.562994353
60277,CELP,-0.361932518,0.562994353
69575,LINC01247,-0.361932518,0.562994353
21877,ST20-MTHFS,-0.362067229,0.444139948
2499,LRMDA,-0.362087772,0.5158564
30531,LOC102467216,-0.362087772,0.5158564
24277,BRMS1L,-0.36210649,0.438897136
5777,IL17RC,-0.362283233,0.450962636
26304,SESN1,-0.362321552,0.438939328
18006,SNORA3B,-0.362372303,0.4776744
49345,KISS1,-0.362372303,0.4776744
16080,PLOD2,-0.362545172,0.439405512
63503,RNF150,-0.362563011,0.439485522
33451,CMTM5,-0.362610483,0.454523435
25742,AP1M2,-0.36289288,0.498998558
31178,LINCADL,-0.36289288,0.498998558
24216,RAD23B,-0.36290639,0.436345507
35200,LINC02275,-0.362925857,0.480456428
29266,GLDN,-0.362941687,0.470984107
64517,CA9,-0.362941687,0.470984107
2580,ZFC3H1,-0.363110282,0.435382922
31072,EFEMP1,-0.363113982,0.440975377
7891,GGACT,-0.363179354,0.475862323
55906,GHRHR,-0.363250962,0.472838714
713,RAP2A,-0.363272827,0.433086045
54,NOL4,-0.363276859,0.433767855
10390,MTHFD2,-0.363311825,0.441855984
5630,CDR1,-0.36340732,0.517344716
7780,BAALC-AS1,-0.36340732,0.517344716
19426,SLC16A12-AS1,-0.36340732,0.517344716
23664,LINC01842,-0.36340732,0.517344716
39962,CAPZA3,-0.36340732,0.517344716
22546,SNORA99,-0.363553085,0.45864902
56917,LOC729254,-0.36361625,0.483838467
4743,XRN1,-0.363635625,0.446344053
21149,EHD4,-0.363705817,0.444186234
17154,LRRK1,-0.363729569,0.446971691
38770,RBP4,-0.363783567,0.464918506
2416,MIR488,-0.364026816,0.507405544
39949,LINC00597,-0.364026816,0.507405544
52521,LOC100131472,-0.364026816,0.507405544
55918,GUCY2C,-0.364026816,0.507405544
13116,AHCYL2,-0.364029662,0.492111964
28924,KU-MEL-3,-0.364029662,0.492111964
5746,CCDC197,-0.364032329,0.459192049
2097,TMEM106B,-0.364171047,0.434918517
38279,TAF11,-0.364177098,0.451573514
20391,LDHAL6A,-0.364501378,0.505992368
8132,CEBPZOS,-0.364590466,0.470612653
50253,FENDRR,-0.364732105,0.445702344
27902,ANKRD37,-0.364795255,0.43739436
7632,SKA2,-0.364836159,0.43886037
59786,ACAD10,-0.364850576,0.460207807
9011,MIR6084,-0.364889737,0.44908212
68924,LOC105379331,-0.365044669,0.497760631
64674,PTCSC2,-0.365054239,0.445553127
6045,TLCD4,-0.365082532,0.439296686
11892,ITPR1,-0.36528483,0.431795665
3256,BEST1,-0.365367009,0.448983789
25296,RCAN3AS,-0.365602272,0.46114237
13655,CCL25,-0.365608409,0.455806382
3077,RPL15,-0.365643443,0.435487444
47266,ITGAE,-0.36564632,0.491580077
44414,MIR4753,-0.365742733,0.551352254
56149,RAX,-0.365842506,0.436032741
4790,EIF2S1,-0.365888281,0.4364135
42089,HDAC2-AS2,-0.365953943,0.432464834
1287,STARD4,-0.366028653,0.432259411
68161,LINC00550,-0.366179838,0.483773997
47463,NPC2,-0.366199958,0.43535748
24852,UBL7,-0.366295221,0.452879968
23310,CSRP2,-0.366418906,0.431199384
25828,UGT1A5,-0.366422793,0.505120437
70920,REP15,-0.366422793,0.505120437
7849,GDAP1,-0.366509345,0.434310607
32248,GEN1,-0.366559513,0.43331207
1616,ORC3,-0.366649992,0.436715443
8782,EPCAM-DT,-0.366742843,0.440154533
9431,LOC101927055,-0.366786599,0.496700972
68010,SLC25A30-AS1,-0.367085813,0.44445508
10224,CALHM2,-0.367121689,0.458124263
41382,PXMP4,-0.367121689,0.458124263
55242,NR0B1,-0.367271006,0.444355739
24807,LOC102467226,-0.367314896,0.494588021
6868,MIR9-1,-0.367327883,0.44581667
59799,TNFSF18,-0.367482797,0.488141395
2751,TRAM1L1,-0.367567578,0.449604477
20863,IFT80,-0.367649559,0.433673589
10260,MGA,-0.367670604,0.442395694
31392,RAD51C,-0.367698896,0.467831875
61126,FBN1,-0.368032825,0.436622763
10752,MIR3150BHG,-0.368225589,0.475882146
24730,PRR20G,-0.368225589,0.475882146
482,SNORA30B,-0.368401334,0.542698828
3299,LINC00294,-0.368401334,0.542698828
13748,ITGB6,-0.368401334,0.542698828
31920,C20orf187,-0.368401334,0.542698828
74358,KLRA1P,-0.368401334,0.542698828
11168,ARMC2,-0.368446986,0.437264241
55629,MIR137,-0.36851208,0.445702344
38703,ALMS1-IT1,-0.368643342,0.57922752
